ID,Player Name,Overall,Club,League,League location,Nationality,Position,Age,Height (cm),Weight (Kg),Pace,Acceleration,Sprint Speed,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,Free Kick,Short Pass,Long Pass,Pass Curve,Defending,Interceptions,Heading,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Diving,Reflexes,Handling,Speed,Kicking,Positoning,Preferred Foot,Attacking Workrate,Defensive Workrate,Weak Foot,Skill Moves,CB,RB,LB,RWB,LWB,CDM,CM,RM,LM,CAM,CF,RF,LF,RW,LW,ST
12156,Oumar Solet,62,Olympique Lyonnais,Ligue 1 Conforama,France,France,CB,18,192,81,68,68,68,54,61,39,56,51,56,31,30,25,42,29,33,42,50,56,31,34,60,52,35,60,60,71,54,64,55,63,72,58,66,61,0,0,0,0,0,0,Right,Med,Med,4,2,61,57,57,55,55,58,53,51,51,51,49,49,49,49,49,47
12157,Jon Bakero,62,Toronto FC,Major League Soccer,United States,Spain,CF,21,191,75,64,62,66,60,46,48,56,67,58,60,58,59,67,58,56,60,58,68,53,51,60,52,54,26,23,55,38,11,15,56,59,55,55,58,0,0,0,0,0,0,Right,Med,Med,4,2,38,42,42,44,44,44,56,60,60,61,62,62,62,60,60,60
12158,Michael Obafemi,62,Southampton,Premier League,England,Republic of Ireland,ST,18,169,71,71,76,67,60,74,89,60,58,55,60,65,62,60,56,44,62,48,49,39,41,55,42,50,23,13,64,18,23,15,46,63,36,52,38,0,0,0,0,0,0,Right,Med,Low,3,2,35,38,38,39,39,37,49,56,56,58,60,60,60,58,58,61
12159,Arbey Mosquera,62,La Equidad,Liga Dimayor,Colombia,Colombia,ST,30,189,82,65,63,67,57,56,48,57,56,55,61,62,63,66,53,52,62,42,53,30,37,45,35,42,36,24,66,43,32,23,70,55,61,77,66,0,0,0,0,0,0,Right,Med,Med,3,2,46,43,43,43,43,44,49,54,54,55,58,58,58,55,55,61
12160,Kai Brünker,62,Bradford City,EFL League One,England,Germany,ST,24,190,78,79,77,81,51,60,54,55,48,53,60,61,61,67,52,54,59,42,47,30,32,46,45,38,22,13,69,23,14,12,77,63,76,85,63,0,0,0,0,0,0,Right,High,High,3,2,39,39,39,40,40,39,47,54,54,53,56,56,56,54,54,61
12161,Ibrahim Chenihi,62,Al Fateh,Saudi Professional League,Saudi Arabia,Algeria,LM,28,177,75,71,68,74,61,65,71,48,64,52,51,55,57,44,45,38,60,63,58,60,57,68,65,60,33,35,38,21,40,40,56,59,58,56,52,0,0,0,0,0,0,Left,High,Med,3,3,43,49,49,52,52,50,58,61,61,60,58,58,58,61,61,55
12162,Abdulfatah Adam,62,Al Taawoun,Saudi Professional League,Saudi Arabia,Saudi Arabia,ST,23,178,72,75,76,74,58,69,69,52,58,48,62,57,67,60,55,50,70,46,52,35,37,57,34,42,18,16,58,16,11,11,61,88,66,65,36,0,0,0,0,0,0,Right,High,Low,3,2,34,38,38,40,40,37,49,56,56,57,59,59,59,58,58,61
12163,Niclas Stierlin,62,RB Leipzig,Bundesliga,Germany,Germany,CDM,18,182,74,59,55,63,56,55,66,58,61,58,55,42,53,65,62,41,34,57,59,50,32,65,57,36,60,58,58,55,68,59,66,60,66,67,66,0,0,0,0,0,0,Right,Med,Med,3,2,61,60,60,59,59,61,59,56,56,57,56,56,56,55,55,56
12164,Daniel Smuga,62,Górnik Zabrze,Ekstraklasa,Poland,Poland,ST,21,182,78,72,74,71,65,75,72,59,64,58,59,63,62,59,55,45,53,59,59,62,55,58,57,59,34,28,52,33,33,34,60,78,72,61,38,0,0,0,0,0,0,Right,Med,Med,5,3,43,50,50,52,52,48,58,63,63,62,62,62,62,63,63,61
12165,Adrian Gryszkiewicz,62,Górnik Zabrze,Ekstraklasa,Poland,Poland,LB,18,185,81,67,68,66,56,62,66,58,57,55,33,50,28,35,38,30,37,50,44,55,30,55,48,41,60,59,53,62,62,61,72,63,76,74,64,0,0,0,0,0,0,Left,Med,Med,3,2,61,61,61,61,61,59,53,55,55,51,50,50,50,52,52,49
12166,Aaron Herrera,62,Real Salt Lake,Major League Soccer,United States,United States,LB,21,180,70,73,73,73,58,64,60,59,51,54,32,54,31,32,28,33,42,52,45,59,43,55,53,34,61,59,53,60,65,65,68,60,61,73,66,0,0,0,0,0,0,Right,High,Med,3,2,62,61,61,61,61,59,53,57,57,53,52,52,52,55,55,50
12167,Jasper van der Werff,62,FC Red Bull Salzburg,Osterreichische Fussball-Bundesliga,Austria,Switzerland,CB,19,188,75,68,67,69,47,61,56,52,48,46,29,36,26,33,28,31,32,40,30,38,30,47,42,34,62,55,64,64,65,63,63,75,58,67,55,0,0,0,0,0,0,Right,Low,Med,3,2,61,57,57,55,55,54,44,46,46,43,43,43,43,44,44,44
12168,Alex Roldan,62,Seattle Sounders FC,Major League Soccer,United States,United States,LM,22,178,70,66,69,64,63,65,70,61,63,58,55,57,54,63,56,38,41,57,58,43,29,67,64,54,53,39,39,64,55,52,60,61,70,55,62,0,0,0,0,0,0,Right,High,Med,2,3,54,56,56,57,57,59,61,61,61,62,61,61,61,60,60,57
12169,Jordan Beyer,62,Borussia Mönchengladbach,Bundesliga,Germany,Germany,RB,18,187,80,67,69,66,56,74,69,56,52,45,34,42,29,46,30,31,42,51,42,53,35,60,49,28,62,58,55,61,68,66,60,83,59,58,61,0,0,0,0,0,0,Right,Med,Med,3,2,62,61,61,60,60,58,52,53,53,50,49,49,49,51,51,48
12170,Haroune Camara,62,Al Qadisiyah,Saudi Professional League,Saudi Arabia,Saudi Arabia,ST,20,184,81,72,71,72,59,66,67,59,58,52,60,62,64,59,55,50,58,49,53,42,45,52,43,55,21,23,53,15,18,11,63,84,60,71,42,0,0,0,0,0,0,Right,High,Low,3,2,36,39,39,42,42,39,51,57,57,58,60,60,60,59,59,61
12171,Chris Mueller,62,Orlando City Soccer Club,Major League Soccer,United States,United States,RM,22,175,74,78,79,77,63,72,71,60,62,60,60,62,65,57,52,53,59,54,54,51,31,61,50,46,25,15,61,26,24,12,53,65,55,59,34,0,0,0,0,0,0,Right,High,Med,3,2,37,42,42,45,45,41,54,61,61,61,62,62,62,62,62,62
12172,Wyatt Omsberg,62,Minnesota United FC,Major League Soccer,United States,United States,CB,23,193,81,56,54,57,35,40,41,55,37,44,24,24,20,32,19,23,40,40,27,28,24,53,49,30,61,57,66,60,64,57,68,73,64,68,70,0,0,0,0,0,0,Right,Low,High,2,2,61,54,54,52,52,55,43,39,39,37,36,36,36,36,36,39
12173,Niki Jackson,62,Colorado Rapids,Major League Soccer,United States,United States,ST,23,186,78,83,81,84,56,68,58,53,55,48,61,52,63,62,57,58,59,39,46,30,26,48,25,35,20,11,63,20,11,18,66,73,53,74,62,0,0,0,0,0,0,Right,Med,Med,3,2,37,37,37,38,38,35,44,53,53,54,57,57,57,56,56,61
12174,Luca Napoleone,62,Royal Excel Mouscron,Belgium Pro League,Belgium,Belgium,CAM,25,181,76,71,75,67,63,73,71,52,61,56,63,61,60,70,65,57,60,60,58,57,62,61,60,66,40,46,57,34,38,33,67,72,67,70,58,0,0,0,0,0,0,Right,High,Med,4,2,49,51,51,53,53,52,59,62,62,61,62,62,62,62,62,62
12175,Fraser Hornby,62,Everton,Premier League,England,Scotland,ST,19,188,77,56,58,54,61,55,62,58,60,58,61,60,65,62,55,50,54,48,52,35,40,54,44,53,23,16,61,19,21,19,62,63,56,69,50,0,0,0,0,0,0,Right,Med,Med,2,2,38,38,38,40,40,40,51,56,56,57,59,59,59,57,57,61
12176,Meritan Shabani,62,FC Bayern München,Bundesliga,Germany,Germany,CAM,19,185,72,64,66,62,65,67,63,43,67,67,52,46,49,57,56,47,52,63,65,53,46,69,68,48,34,25,46,34,36,35,51,48,49,56,43,0,0,0,0,0,0,Right,Med,Med,3,3,42,46,46,48,48,49,58,60,60,61,58,58,58,59,59,54
12177,João Klauss de Mello,62,HJK Helsinki,Finnliiga,Finland,Brazil,ST,21,190,85,60,61,60,60,54,51,58,61,57,60,60,62,60,58,48,61,58,60,58,55,59,57,43,37,17,60,57,26,22,63,64,61,74,36,0,0,0,0,0,0,Right,Med,Med,3,2,44,45,45,48,48,47,56,60,60,60,60,60,60,60,60,61
12178,Ruben Droehnle,62,US Orléans Loiret Football,Dominos Ligue 2,France,France,CB,20,183,74,52,52,52,43,46,61,51,45,47,29,34,21,42,29,34,42,46,32,48,32,57,39,43,64,57,65,65,67,62,59,66,60,59,57,0,0,0,0,0,0,Left,Med,Med,3,2,61,57,57,55,55,55,45,44,44,41,41,41,41,42,42,42
12179,Dwight McNeil,62,Burnley,Premier League,England,England,LM,18,183,68,71,74,68,64,67,72,58,62,58,57,59,59,54,53,57,58,55,59,59,44,56,43,54,31,27,57,25,31,29,58,68,62,60,44,0,0,0,0,0,0,Left,High,Med,2,2,42,47,47,49,49,44,54,61,61,60,60,60,60,61,61,60
12180,Josep Martínez Riera,62,UD Las Palmas,LaLiga 1 I 2 I 3,Spain,Spain,GK,20,191,80,0,24,30,0,32,22,52,11,42,0,11,6,15,7,6,18,0,52,12,12,25,22,11,0,11,11,15,13,15,0,37,42,58,24,65,62,60,24,59,63,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12181,Enzo Loiodice,62,Dijon FCO,Ligue 1 Conforama,France,France,CM,17,176,62,61,59,62,65,66,78,62,65,63,45,56,41,55,43,38,53,58,63,39,45,66,62,53,55,56,58,52,56,56,47,61,51,39,59,0,0,0,0,0,0,Left,Med,Med,3,3,56,56,56,56,56,58,61,58,58,61,59,59,59,58,58,55
12182,Mert Müldür,62,SK Rapid Wien,Osterreichische Fussball-Bundesliga,Austria,Turkey,CB,19,185,75,60,63,57,49,58,59,61,59,47,31,26,24,42,37,32,29,42,30,38,28,55,41,28,60,57,59,57,64,61,64,69,59,69,57,0,0,0,0,0,0,Right,Med,Med,4,2,61,57,57,56,56,56,47,46,46,44,44,44,44,44,44,44
12183,Sam Barratt,62,Southend United,EFL League One,England,England,LM,23,188,65,73,74,72,60,61,63,53,60,50,51,54,53,55,42,40,53,57,56,63,52,59,54,44,29,22,60,23,29,28,63,47,73,65,48,0,0,0,0,0,0,Left,High,Med,3,2,41,47,47,49,49,45,54,61,61,58,58,58,58,60,60,57
12184,Avdo Spahic,62,FC Energie Cottbus,3 Liga,Germany,Bosnia and Herzegovina,GK,21,190,77,0,26,32,0,25,28,44,25,25,0,8,7,19,6,6,18,0,40,11,12,28,35,16,0,10,12,11,10,13,0,45,25,41,34,64,60,62,26,63,68,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12185,Marcelo de Freitas Costa,62,FC Energie Cottbus,3 Liga,Germany,Brazil,CM,24,183,76,54,48,59,62,72,58,54,63,53,60,55,58,66,60,59,61,61,60,60,66,61,61,64,51,49,57,47,55,47,73,72,85,70,66,0,0,0,0,0,0,Right,Med,Med,4,3,56,56,56,58,58,58,61,60,60,60,59,59,59,59,59,59
12186,Craig Sibbald,62,Livingston FC,Scottish Premiership,Scotland,Scotland,CAM,23,170,70,74,76,73,67,82,76,51,63,62,51,56,55,56,40,52,40,59,55,50,63,66,60,61,34,26,38,34,36,35,52,55,69,47,40,0,0,0,0,0,0,Right,Med,Low,3,3,41,48,48,51,51,48,57,62,62,61,60,60,60,61,61,56
12187,Connor Krempicki,62,KFC Uerdingen 05,3 Liga,Germany,Germany,CM,24,178,74,68,71,66,64,76,78,59,63,59,55,49,56,58,54,48,50,56,62,42,41,63,59,51,52,49,45,56,54,46,73,60,83,73,65,0,0,0,0,0,0,Right,Med,Med,4,3,56,57,57,58,58,59,61,60,60,61,59,59,59,59,59,58
12188,Luka Lukovi?,62,Royal Excel Mouscron,Belgium Pro League,Belgium,Serbia,CM,21,189,78,60,55,64,58,57,58,63,63,61,62,65,61,67,62,53,58,59,60,53,55,63,58,56,48,56,65,41,46,39,69,55,74,71,62,0,0,0,0,0,0,Right,Med,Med,5,2,54,55,55,56,56,57,61,60,60,61,61,61,61,60,60,63
12189,Aboud Omar,62,KSV Cercle Brugge,Belgium Pro League,Belgium,Kenya,LB,26,175,70,77,79,75,65,77,72,55,62,65,34,60,27,45,35,29,32,58,55,62,42,60,57,52,57,54,42,57,61,62,62,77,67,60,59,0,0,0,0,0,0,Left,Med,Med,3,2,58,61,61,62,62,59,58,61,61,58,56,56,56,59,59,51
12190,David Kopacz,62,VfB Stuttgart,Bundesliga,Germany,Poland,CAM,19,180,70,66,69,64,63,55,69,56,64,60,57,42,48,68,67,67,52,63,63,63,46,66,62,61,40,34,47,22,54,54,49,58,55,45,49,0,0,0,0,0,0,Right,Med,Med,3,3,46,53,53,54,54,52,59,61,61,61,59,59,59,60,60,56
12191,Liban Abdulahi,62,De Graafschap,Eredivisie,Holland,Holland,CM,22,178,60,64,66,63,68,79,59,55,67,63,50,58,46,58,48,50,55,63,64,50,47,71,66,56,45,37,49,50,44,44,41,52,53,34,40,0,0,0,0,0,0,Right,Med,Med,3,3,47,52,52,54,54,53,61,62,62,64,61,61,61,62,62,56
12192,Daniel-Kofi Kyereh,62,SV Wehen-Wiesbaden,3 Liga,Germany,Ghana,ST,22,179,73,84,85,83,67,79,74,53,63,46,61,56,62,64,57,67,48,42,44,41,27,52,28,31,20,19,49,20,12,15,55,88,59,55,40,0,0,0,0,0,0,Right,Med,Med,3,4,34,40,40,43,43,36,48,59,59,58,61,61,61,62,62,61
12193,Sébastien Rénot,62,Red Star FC,Dominos Ligue 2,France,France,GK,28,185,80,0,35,32,0,28,45,56,18,49,0,10,10,25,10,9,17,0,31,12,11,26,24,13,0,17,13,12,14,13,0,57,25,60,27,59,64,61,35,60,64,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12194,Alexander Rossipal,62,SV Sandhausen,Bundesliga 2,Germany,Germany,LB,22,184,77,75,72,77,58,65,70,58,60,52,38,50,33,48,39,35,35,51,45,53,28,56,51,48,59,58,56,59,61,59,63,71,69,67,45,0,0,0,0,0,0,Left,High,Med,3,2,59,61,61,60,60,58,54,56,56,53,53,53,53,55,55,52
12195,Martin Pribula,62,Zag??bie Sosnowiec,Ekstraklasa,Poland,Slovakia,LM,32,168,62,69,71,67,64,70,76,52,62,57,47,59,47,48,38,43,64,58,61,59,32,62,59,42,46,58,38,48,42,38,44,34,62,40,35,0,0,0,0,0,0,Left,Med,Med,3,2,46,54,54,56,56,53,58,61,61,60,58,58,58,60,60,53
12196,Junior Torunarigha,62,Zag??bie Sosnowiec,Ekstraklasa,Poland,Germany,ST,28,191,90,61,61,61,60,66,58,55,63,54,61,59,64,61,59,52,62,46,51,35,32,53,41,44,30,16,63,42,21,16,64,60,62,78,33,0,0,0,0,0,0,Right,Med,Med,3,2,40,40,40,42,42,42,51,55,55,57,59,59,59,57,57,61
12197,Deniz Undav,62,SV Meppen,3 Liga,Germany,Germany,ST,22,178,86,62,63,62,62,68,79,57,63,59,61,61,64,65,59,62,29,44,49,40,49,48,29,60,30,18,54,25,36,29,69,65,59,75,68,0,0,0,0,0,0,Right,Med,Low,5,3,43,42,42,44,44,42,49,55,55,56,59,59,59,58,58,61
12198,Anderson López,62,KSV Cercle Brugge,Belgium Pro League,Belgium,Holland,RW,19,175,73,76,75,77,66,73,75,55,65,58,54,62,56,54,51,49,53,52,46,57,51,56,47,52,22,23,35,21,19,21,57,74,55,64,38,0,0,0,0,0,0,Right,Med,Med,3,3,36,42,42,46,46,41,52,61,61,59,60,60,60,62,62,58
12199,Marvin Büyüksakarya,62,VfR Aalen,3 Liga,Germany,Germany,RB,23,172,70,74,77,72,61,82,85,56,55,57,40,49,41,44,36,30,40,49,40,59,35,57,34,45,57,58,35,59,58,64,61,60,74,53,63,0,0,0,0,0,0,Right,High,Med,4,3,56,61,61,62,62,56,51,56,56,53,52,52,52,56,56,50
12200,Martin Erlic,62,La Spezia,Calcio B,Italy,Croatia,CB,20,192,78,52,49,55,39,42,47,55,35,47,31,31,29,42,21,33,49,34,33,31,28,35,37,32,63,58,62,62,67,65,67,63,57,77,55,0,0,0,0,0,0,Right,Med,Med,3,2,61,54,54,51,51,52,40,39,39,36,38,38,38,37,37,42
12201,Amir Adouyev,62,Montpellier Hérault SC,Ligue 1 Conforama,France,France,CAM,19,184,77,75,76,74,70,78,76,51,69,60,54,40,57,61,43,52,52,59,56,55,48,62,64,59,35,29,39,35,32,48,55,58,45,64,42,0,0,0,0,0,0,Right,Med,Med,4,3,44,49,49,51,51,49,56,61,61,61,60,60,60,62,62,57
12202,Christoph Kobald,62,Karlsruher SC,3 Liga,Germany,Austria,CB,21,186,80,61,59,63,49,60,57,56,51,48,25,26,21,36,23,22,33,43,47,26,27,52,49,28,61,58,60,59,64,63,67,70,61,70,65,0,0,0,0,0,0,Right,Med,Med,3,2,61,56,56,54,54,57,49,45,45,45,43,43,43,43,43,42
12203,Sebastian Bauer,62,FC Admira Wacker Mödling,Osterreichische Fussball-Bundesliga,Austria,Austria,CB,25,183,75,62,64,61,41,63,61,59,37,44,25,24,20,41,18,31,35,31,30,26,27,37,29,27,64,59,59,64,69,65,62,70,62,62,61,0,0,0,0,0,0,Right,Med,Med,3,2,61,56,56,53,53,52,39,39,39,36,37,37,37,37,37,39
12204,Yannis Ammour,62,Montpellier Hérault SC,Ligue 1 Conforama,France,France,ST,19,182,70,78,76,79,59,72,67,59,54,46,61,52,66,57,60,41,68,46,51,40,39,54,32,39,24,14,68,30,13,15,57,67,55,67,32,0,0,0,0,0,0,Left,High,Med,3,2,37,40,40,41,41,37,48,56,56,57,59,59,59,59,59,61
12205,Jordan van der Gaag,62,NAC Breda,Eredivisie,Holland,Holland,CAM,19,177,70,67,67,67,65,70,75,50,64,57,52,50,50,58,47,58,52,63,62,57,54,67,67,65,40,37,38,49,35,35,52,66,56,53,42,0,0,0,0,0,0,Left,Med,Med,3,3,45,49,49,52,52,52,59,61,61,61,58,58,58,60,60,55
12206,Carlos Miguel Tavares de Oliveira,62,Wis?a P?ock,Ekstraklasa,Poland,Portugal,LM,25,174,65,81,80,82,61,71,71,46,60,56,56,58,55,60,58,50,54,57,58,58,40,60,58,39,27,24,38,25,26,31,51,73,68,49,28,0,0,0,0,0,0,Right,High,Med,3,3,36,46,46,49,49,43,55,61,61,60,59,59,59,61,61,57
12207,Maximilian Pronichev,62,FC Erzgebirge Aue,Bundesliga 2,Germany,Russia,CF,18,183,78,68,69,68,64,67,64,54,64,49,64,62,70,56,64,51,55,56,52,60,40,60,55,46,26,15,62,28,20,23,54,61,55,58,39,0,0,0,0,0,0,Right,High,Med,4,2,38,43,43,45,45,42,55,62,62,61,62,62,62,63,63,63
12208,Kazuaki Mawatari,62,Sanfrecce Hiroshima,Meiji Yasuda J1 League,Japan,Japan,RB,27,175,70,66,68,65,60,60,70,60,60,50,42,43,36,57,40,46,41,56,44,61,40,59,63,58,60,59,45,63,63,59,59,58,64,56,61,0,0,0,0,0,0,Right,Med,Med,3,2,59,61,61,61,61,60,56,57,57,54,53,53,53,55,55,51
12209,Kevin Goden,62,1. FC Nürnberg,Bundesliga,Germany,Germany,RB,19,183,78,72,69,75,58,64,65,50,60,55,38,47,36,43,34,33,38,51,41,60,41,57,39,50,60,58,55,57,64,64,58,63,66,53,58,0,0,0,0,0,0,Right,Med,Med,2,2,59,61,61,61,61,56,51,55,55,52,52,52,52,54,54,50
12210,Ubong Moses Ekpai,62,Viktoria Plze?,Ceska liga,Czech Republic,Niger,RM,22,176,75,73,72,73,66,70,73,65,67,46,61,68,62,66,56,62,50,47,49,47,38,49,43,48,24,20,51,22,22,19,49,50,63,47,34,0,0,0,0,0,0,Right,Med,Med,3,2,35,43,43,45,45,40,53,61,61,60,63,63,63,62,62,62
12211,Johan Branger-Engone,62,Oldham Athletic,EFL League Two,England,Gabon,LM,25,183,74,65,70,61,65,65,64,48,69,58,56,66,61,55,52,46,40,56,53,48,44,64,60,51,34,23,40,35,41,24,50,67,53,51,41,0,0,0,0,0,0,Left,High,Med,2,4,41,45,45,47,47,47,57,61,61,62,61,61,61,61,61,58
12212,Bruno Michel Santana,62,Ohod Club,Saudi Professional League,Saudi Arabia,Brazil,CAM,19,166,71,72,73,72,68,86,87,64,64,57,48,58,46,57,42,43,44,56,63,51,43,60,49,51,31,28,34,37,29,25,41,55,44,39,41,0,0,0,0,0,0,Left,Med,Low,3,4,38,45,45,48,48,45,55,60,60,61,60,60,60,61,61,55
12213,Eric García Martret,62,Manchester City,Premier League,England,Spain,CB,17,182,79,56,56,56,55,56,57,62,59,57,34,31,30,51,25,31,44,48,41,35,31,58,54,51,62,60,60,62,63,61,59,66,49,62,62,0,0,0,0,0,0,Right,Med,High,3,2,61,57,57,56,56,59,52,49,49,49,48,48,48,47,47,47
12214,Jordan Teze,62,PSV,Eredivisie,Holland,Holland,RB,19,181,68,77,74,80,60,73,48,55,61,54,47,46,44,60,50,27,36,53,45,62,38,56,53,42,62,57,63,62,64,60,56,78,53,54,61,0,0,0,0,0,0,Right,High,High,3,2,61,61,61,61,61,58,54,58,58,55,56,56,56,58,58,55
12215,Pietro Beruatto,62,Juventus,Serie A TIM,Italy,Italy,LB,19,184,78,65,62,68,53,54,54,59,54,56,27,22,10,57,32,38,43,51,43,50,40,58,55,41,64,60,60,64,66,68,64,68,60,68,57,0,0,0,0,0,0,Left,Med,High,3,2,63,61,61,60,60,60,51,50,50,47,45,45,45,47,47,44
12216,Jordan Murray,62,Central Coast Mariners,Hyundai A-League,Australia,Australia,ST,23,180,74,69,70,68,59,53,65,49,59,57,63,62,65,60,62,53,64,43,45,31,28,53,39,31,18,11,59,15,11,16,60,61,58,65,50,0,0,0,0,0,0,Right,High,Low,4,3,34,36,36,38,38,36,48,55,55,56,59,59,59,57,57,61
12217,Alejandro Blanco Sánchez,62,Valencia CF,LaLiga Santander,Spain,Spain,LM,19,175,70,68,69,67,63,65,73,52,66,48,55,57,52,66,54,44,54,61,60,62,45,65,58,54,36,42,37,38,32,28,48,49,54,48,39,0,0,0,0,0,0,Left,Med,Med,4,2,42,48,48,51,51,49,58,61,61,61,60,60,60,61,61,57
12218,Arijanet Muric,61,Manchester City,Premier League,England,Montenegro,GK,19,197,81,0,44,46,0,38,40,51,22,51,0,11,12,21,14,16,18,0,40,13,11,32,37,18,0,18,10,12,12,13,0,62,29,68,24,62,64,60,44,58,59,Right,Med,Med,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12219,Shayon Harrison,61,Tottenham Hotspur,Premier League,England,England,ST,21,183,68,74,75,73,62,73,70,59,59,52,58,61,62,57,50,47,63,46,47,45,27,51,41,42,21,14,57,21,16,12,60,65,63,62,49,0,0,0,0,0,0,Left,High,Med,3,3,35,39,39,42,42,38,50,58,58,57,59,59,59,59,59,60
12220,Marius Adamonis,61,Lazio,Serie A TIM,Italy,Lithuania,GK,21,192,80,0,21,20,0,34,39,47,16,51,0,7,8,17,5,9,17,0,36,12,11,20,20,12,0,9,11,18,11,12,0,41,26,61,22,64,60,64,21,54,58,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12221,Guido Guerrieri,61,Lazio,Serie A TIM,Italy,Italy,GK,22,184,78,0,41,49,0,35,48,61,20,51,0,16,13,23,14,13,23,0,28,12,16,27,19,18,0,23,19,22,15,14,0,54,22,67,18,62,61,59,41,58,59,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12222,Sam Schreck,61,Bayer 04 Leverkusen,Bundesliga,Germany,Germany,CAM,19,180,68,67,69,66,67,78,73,52,64,55,43,49,42,44,42,48,47,59,64,50,51,63,59,52,35,33,46,33,36,33,38,53,44,33,38,0,0,0,0,0,0,Right,Med,Med,4,3,40,46,46,48,48,47,56,59,59,60,57,57,57,59,59,51
12223,Genaro Rodríguez Serrano,61,Sevilla FC,LaLiga Santander,Spain,Spain,CM,20,184,71,67,67,67,60,60,75,63,60,42,46,54,35,69,44,45,54,60,55,52,46,69,68,43,53,51,55,50,55,57,61,65,60,58,67,0,0,0,0,0,0,Right,Med,Med,3,2,57,58,58,58,58,59,60,59,59,59,57,57,57,57,57,55
12224,Roger Riera Canadell,61,Villarreal CF,LaLiga Santander,Spain,Spain,CB,23,187,76,48,40,54,50,58,51,48,54,51,32,29,27,50,26,29,43,41,42,36,28,48,39,33,60,53,71,59,63,60,61,70,40,71,59,0,0,0,0,0,0,Right,Med,High,3,2,60,52,52,50,50,53,45,43,43,43,43,43,43,42,42,45
12225,Yan Valery,61,Southampton,Premier League,England,France,RB,19,180,70,72,76,68,60,53,67,56,57,49,34,57,32,30,37,34,41,42,40,54,41,41,30,43,63,59,52,62,69,64,58,52,63,55,62,0,0,0,0,0,0,Right,Med,Med,3,2,60,60,60,60,60,54,49,54,54,50,52,52,52,54,54,49
12226,Jake Flannigan,61,Southampton,Premier League,England,England,CM,22,180,71,59,55,63,64,64,67,52,64,61,55,54,57,65,44,51,55,64,64,50,56,71,66,64,42,28,52,35,53,52,58,54,53,63,51,0,0,0,0,0,0,Right,Med,Med,3,3,49,51,51,52,52,53,60,60,60,62,60,60,60,60,60,59
12227,Kyle Howkins,61,West Bromwich Albion,EFL Championship,England,England,CB,22,195,81,66,65,67,50,62,63,53,51,49,28,27,26,33,25,30,35,40,31,27,27,53,47,26,58,58,60,56,60,55,74,70,69,84,54,0,0,0,0,0,0,Right,Low,High,3,2,60,56,56,54,54,55,47,46,46,44,43,43,43,43,43,44
12228,Cian Harries,61,Swansea City,EFL Championship,England,Wales,CB,21,185,73,56,53,59,56,52,56,61,61,64,26,23,17,38,29,42,41,55,51,52,40,59,58,58,61,61,60,60,62,59,61,70,62,63,50,0,0,0,0,0,0,Left,Med,High,3,2,60,59,59,59,59,60,54,52,52,49,46,46,46,48,48,43
12229,Joe Rodon,61,Swansea City,EFL Championship,England,Wales,CB,20,190,76,53,51,54,45,47,57,52,50,50,29,23,23,43,24,34,40,38,31,34,32,48,38,25,60,59,56,58,64,61,60,68,39,73,54,0,0,0,0,0,0,Right,Med,High,3,2,60,53,53,51,51,53,42,41,41,40,39,39,39,40,40,41
12230,Sylvanus Nimely,61,Spartak Moscow,League of Russia,Russia,Liberia,ST,20,178,75,79,78,79,58,56,59,58,57,55,60,60,67,56,58,44,45,53,45,42,40,66,58,34,41,39,45,40,41,45,48,76,38,48,54,0,0,0,0,0,0,Right,Med,Med,3,2,48,50,50,51,51,50,55,59,59,60,61,61,61,60,60,60
12231,Florian Escales,61,Olympique de Marseille,Ligue 1 Conforama,France,France,GK,22,184,78,0,19,33,0,23,44,48,17,47,0,7,5,25,9,7,14,0,36,11,10,52,36,12,0,14,11,10,10,10,0,63,32,69,19,68,58,62,19,58,61,Right,Med,Med,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12232,Jonathan Klinsmann,61,Hertha BSC,Bundesliga,Germany,United States,GK,21,194,84,0,29,29,0,35,39,42,19,28,0,8,5,39,19,19,13,0,29,14,13,26,19,11,0,14,14,10,12,13,0,49,45,59,25,59,66,58,29,65,63,Right,Med,Med,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12233,Lalo Fernández,61,Tigres U.A.N.L.,LIGA Bancomer MX,Mexico,Mexico,GK,25,191,77,0,44,23,0,49,39,53,16,41,0,12,17,24,16,13,24,0,14,10,9,30,38,10,0,25,14,19,13,12,0,68,33,57,42,60,64,61,44,60,60,Right,Med,Med,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
